County,State,Outbreak Date,Flock Type,Species Name,Birds Affected,Flock Size
Lehigh,Pennsylvania,11/8/2022,Commercial Turkey Breeder Hens,Turkey,"7,500",7500
Edmunds,South Dakota,3/23/2022,Commercial Turkey Breeder Hens,Turkey,"30,800",30800
Lawrence,Missouri,2/4/2025,Commercial Turkey Breeder Replacement Hens,Turkey,"14,300",14300
Lehigh,Pennsylvania,11/10/2022,Commercial Turkey Breeder Toms,Turkey,160,160
Sacramento,California,12/4/2024,Commercial Turkey Meat Bird,Turkey,"61,200",61200
Newton,Missouri,1/28/2025,Commercial Turkey Meat Bird,Turkey,"14,300",14300
Newton,Missouri,1/29/2025,Commercial Turkey Meat Bird,Turkey,"19,000",19000
Barry,Missouri,1/31/2025,Commercial Turkey Meat Bird,Turkey,"34,000",34000
Newton,Missouri,1/22/2025,Commercial Turkey Meat Bird,Turkey,"21,300",21300
Adair,Oklahoma,12/24/2024,Commercial Turkey Meat Bird,Turkey,"45,000",45000
Hutchinson,South Dakota,12/9/2024,Commercial Turkey Meat Bird,Turkey,"42,800",42800
Charles Mix,South Dakota,12/4/2024,Commercial Turkey Meat Bird,Turkey,"65,200",65200
Kingsbury,South Dakota,12/12/2024,Commercial Turkey Meat Bird,Turkey,"39,300",39300
Ottawa,Michigan,12/31/2024,Commercial Turkey Meat Bird,Turkey,"23,400",23400
Ottawa,Michigan,12/31/2024,Commercial Turkey Meat Bird,Turkey,"29,400",29400
Merced,California,12/16/2024,Commercial Turkey Meat Bird,Turkey,"53,100",53100
San Joaquin,California,2/3/2025,Commercial Turkey Meat Bird,Turkey,"22,200",22200
Stanislaus,California,2/5/2025,Commercial Turkey Meat Bird,Turkey,"30,200",30200
Tuolumne,California,8/30/2022,Commercial Turkey Meat Bird,Turkey,"7,400",7400
Tuolumne,California,9/1/2022,Commercial Turkey Meat Bird,Turkey,"30,800",30800
Stanislaus,California,10/3/2022,Commercial Turkey Meat Bird,Turkey,"51,000",51000
Merced,California,12/20/2023,Commercial Turkey Meat Bird,Turkey,"73,700",73700
Fresno,California,11/14/2024,Commercial Turkey Meat Bird,Turkey,"17,500",17500
Stanislaus,California,12/4/2024,Commercial Turkey Meat Bird,Turkey,"23,100",23100
Merced,California,11/19/2024,Commercial Turkey Meat Bird,Turkey,"38,200",38200
Merced,California,11/14/2024,Commercial Turkey Meat Bird,Turkey,"53,200",53200
Stanislaus,California,12/17/2024,Commercial Turkey Meat Bird,Turkey,"33,100",33100
Daviess,Indiana,1/25/2024,Commercial Turkey Meat Bird,Turkey,"13,100",13100
Jay,Indiana,1/7/2025,Commercial Turkey Meat Bird,Turkey,"20,300",20300
Sac,Iowa,4/2/2022,Commercial Turkey Meat Bird,Turkey,"37,200",37200
Buena Vista,Iowa,3/30/2022,Commercial Turkey Meat Bird,Turkey,"35,600",35600
Bremer,Iowa,4/21/2022,Commercial Turkey Meat Bird,Turkey,"29,200",29200
Buena Vista,Iowa,12/5/2022,Commercial Turkey Meat Bird,Turkey,"40,700",40700
Buena Vista,Iowa,1/25/2023,Commercial Turkey Meat Bird,Turkey,"27,700",27700
Cherokee,Iowa,6/3/2024,Commercial Turkey Meat Bird,Turkey,"100,000",100000
Sac,Iowa,6/21/2024,Commercial Turkey Meat Bird,Turkey,"46,100",46100
Ottawa,Michigan,12/27/2024,Commercial Turkey Meat Bird,Turkey,"113,200",113200
Muskegon,Michigan,12/19/2023,Commercial Turkey Meat Bird,Turkey,"47,900",47900
Ottawa,Michigan,12/23/2024,Commercial Turkey Meat Bird,Turkey,"75,500",75500
Blue Earth,Minnesota,4/14/2022,Commercial Turkey Meat Bird,Turkey,"26,400",26400
Stearns,Minnesota,4/2/2022,Commercial Turkey Meat Bird,Turkey,"27,600",27600
Stearns,Minnesota,4/5/2022,Commercial Turkey Meat Bird,Turkey,"40,800",40800
Stearns,Minnesota,4/9/2022,Commercial Turkey Meat Bird,Turkey,"26,100",26100
Stearns,Minnesota,4/20/2022,Commercial Turkey Meat Bird,Turkey,"72,000",72000
Morrison,Minnesota,4/4/2022,Commercial Turkey Meat Bird,Turkey,"32,400",32400
Waseca,Minnesota,4/6/2022,Commercial Turkey Meat Bird,Turkey,"17,900",17900
Waseca,Minnesota,4/13/2022,Commercial Turkey Meat Bird,Turkey,"20,300",20300
Meeker,Minnesota,4/5/2022,Commercial Turkey Meat Bird,Turkey,"128,500",128500
Meeker,Minnesota,4/19/2022,Commercial Turkey Meat Bird,Turkey,"53,000",53000
Morrison,Minnesota,4/19/2022,Commercial Turkey Meat Bird,Turkey,"58,100",58100
Swift,Minnesota,4/22/2022,Commercial Turkey Meat Bird,Turkey,"127,400",127400
Morrison,Minnesota,4/12/2022,Commercial Turkey Meat Bird,Turkey,"37,600",37600
Lyon,Minnesota,5/3/2022,Commercial Turkey Meat Bird,Turkey,"120,300",120300
Todd,Minnesota,4/21/2022,Commercial Turkey Meat Bird,Turkey,"37,000",37000
Becker,Minnesota,4/4/2022,Commercial Turkey Meat Bird,Turkey,"44,700",44700
Otter Tail,Minnesota,4/13/2022,Commercial Turkey Meat Bird,Turkey,"35,700",35700
Dakota,Minnesota,5/21/2022,Commercial Turkey Meat Bird,Turkey,"54,400",54400
Swift,Minnesota,10/25/2022,Commercial Turkey Meat Bird,Turkey,"33,800",33800
Swift,Minnesota,10/31/2022,Commercial Turkey Meat Bird,Turkey,"45,600",45600
Otter Tail,Minnesota,11/15/2022,Commercial Turkey Meat Bird,Turkey,"28,200",28200
Wadena,Minnesota,12/12/2022,Commercial Turkey Meat Bird,Turkey,"298,100",298100
Meeker,Minnesota,10/13/2023,Commercial Turkey Meat Bird,Turkey,"71,000",71000
Meeker,Minnesota,10/11/2023,Commercial Turkey Meat Bird,Turkey,"115,000",115000
Kandiyohi,Minnesota,10/24/2023,Commercial Turkey Meat Bird,Turkey,"53,700",53700
Meeker,Minnesota,10/25/2023,Commercial Turkey Meat Bird,Turkey,"33,000",33000
Stearns,Minnesota,11/7/2023,Commercial Turkey Meat Bird,Turkey,"70,900",70900
Redwood,Minnesota,11/9/2023,Commercial Turkey Meat Bird,Turkey,"18,500",18500
Steele,Minnesota,11/9/2023,Commercial Turkey Meat Bird,Turkey,"46,900",46900
Kandiyohi,Minnesota,11/14/2023,Commercial Turkey Meat Bird,Turkey,"35,600",35600
Stearns,Minnesota,11/22/2023,Commercial Turkey Meat Bird,Turkey,"34,200",34200
Otter Tail,Minnesota,11/22/2023,Commercial Turkey Meat Bird,Turkey,"28,000",28000
Otter Tail,Minnesota,11/29/2023,Commercial Turkey Meat Bird,Turkey,"18,800",18800
Douglas,Minnesota,11/29/2023,Commercial Turkey Meat Bird,Turkey,"13,500",13500
Otter Tail,Minnesota,12/5/2023,Commercial Turkey Meat Bird,Turkey,"26,300",26300
Todd,Minnesota,12/6/2023,Commercial Turkey Meat Bird,Turkey,"64,000",64000
Todd,Minnesota,12/27/2023,Commercial Turkey Meat Bird,Turkey,"78,800",78800
Meeker,Minnesota,4/11/2024,Commercial Turkey Meat Bird,Turkey,"68,500",68500
Stearns,Minnesota,5/29/2024,Commercial Turkey Meat Bird,Turkey,"32,400",32400
Stearns,Minnesota,5/31/2024,Commercial Turkey Meat Bird,Turkey,"43,000",43000
Meeker,Minnesota,11/25/2024,Commercial Turkey Meat Bird,Turkey,"30,500",30500
Meeker,Minnesota,11/29/2024,Commercial Turkey Meat Bird,Turkey,"223,800",223800
Stearns,Minnesota,12/19/2024,Commercial Turkey Meat Bird,Turkey,"12,600",12600
Chippewa,Minnesota,12/20/2024,Commercial Turkey Meat Bird,Turkey,"54,800",54800
Dallas,Missouri,2/21/2024,Commercial Turkey Meat Bird,Turkey,"12,300",12300
Lenoir,North Carolina,2/9/2024,Commercial Turkey Meat Bird,Turkey,"32,400",32400
Dickey,North Dakota,4/1/2022,Commercial Turkey Meat Bird,Turkey,"60,700",60700
Dickey,North Dakota,4/19/2023,Commercial Turkey Meat Bird,Turkey,"58,500",58500
Mercer,Ohio,1/24/2025,Commercial Turkey Meat Bird,Turkey,"5,100",5100
Mercer,Ohio,1/24/2025,Commercial Turkey Meat Bird,Turkey,"9,500",9500
Darke,Ohio,1/29/2025,Commercial Turkey Meat Bird,Turkey,"9,700",9700
Mercer,Ohio,1/29/2025,Commercial Turkey Meat Bird,Turkey,"9,000",9000
Mercer,Ohio,1/30/2025,Commercial Turkey Meat Bird,Turkey,"4,600",4600
Mercer,Ohio,1/30/2025,Commercial Turkey Meat Bird,Turkey,"8,700",8700
Mercer,Ohio,1/31/2025,Commercial Turkey Meat Bird,Turkey,"22,000",22000
Mercer,Ohio,2/4/2025,Commercial Turkey Meat Bird,Turkey,"3,500",3500
Mercer,Ohio,2/4/2025,Commercial Turkey Meat Bird,Turkey,"12,200",12200
Auglaize,Ohio,2/5/2025,Commercial Turkey Meat Bird,Turkey,"11,000",11000
Mercer,Ohio,2/6/2025,Commercial Turkey Meat Bird,Turkey,"19,900",19900
Mercer,Ohio,2/7/2025,Commercial Turkey Meat Bird,Turkey,"4,100",4100
Mercer,Ohio,2/10/2025,Commercial Turkey Meat Bird,Turkey,"20,100",20100
Darke,Ohio,12/1/2023,Commercial Turkey Meat Bird,Turkey,"33,000",33000
Darke,Ohio,1/9/2025,Commercial Turkey Meat Bird,Turkey,"21,100",21100
Darke,Ohio,1/14/2025,Commercial Turkey Meat Bird,Turkey,"9,900",9900
Darke,Ohio,1/15/2025,Commercial Turkey Meat Bird,Turkey,"5,300",5300
Darke,Ohio,1/15/2025,Commercial Turkey Meat Bird,Turkey,"5,300",5300
Darke,Ohio,1/15/2025,Commercial Turkey Meat Bird,Turkey,"15,800",15800
York,Pennsylvania,9/29/2022,Commercial Turkey Meat Bird,Turkey,"25,900",25900
Charles Mix,South Dakota,3/22/2022,Commercial Turkey Meat Bird,Turkey,"53,800",53800
Hutchinson,South Dakota,3/20/2022,Commercial Turkey Meat Bird,Turkey,"50,400",50400
Clark,South Dakota,3/27/2022,Commercial Turkey Meat Bird,Turkey,"43,100",43100
Spink,South Dakota,3/29/2022,Commercial Turkey Meat Bird,Turkey,"45,900",45900
Mcpherson,South Dakota,3/27/2022,Commercial Turkey Meat Bird,Turkey,"43,900",43900
Beadle,South Dakota,4/5/2022,Commercial Turkey Meat Bird,Turkey,"55,600",55600
Spink,South Dakota,4/2/2022,Commercial Turkey Meat Bird,Turkey,"41,800",41800
Spink,South Dakota,4/5/2022,Commercial Turkey Meat Bird,Turkey,"26,300",26300
Clark,South Dakota,4/8/2022,Commercial Turkey Meat Bird,Turkey,"38,700",38700
Clark,South Dakota,4/5/2022,Commercial Turkey Meat Bird,Turkey,"24,000",24000
Mcpherson,South Dakota,4/6/2022,Commercial Turkey Meat Bird,Turkey,"45,900",45900
Edmunds,South Dakota,11/21/2022,Commercial Turkey Meat Bird,Turkey,"34,400",34400
Charles Mix,South Dakota,11/30/2022,Commercial Turkey Meat Bird,Turkey,"75,100",75100
Hanson,South Dakota,11/29/2022,Commercial Turkey Meat Bird,Turkey,"71,600",71600
Faulk,South Dakota,10/17/2023,Commercial Turkey Meat Bird,Turkey,"49,700",49700
Beadle,South Dakota,10/31/2023,Commercial Turkey Meat Bird,Turkey,"29,700",29700
Spink,South Dakota,10/19/2023,Commercial Turkey Meat Bird,Turkey,"34,000",34000
Charles Mix,South Dakota,11/8/2023,Commercial Turkey Meat Bird,Turkey,"74,100",74100
Clark,South Dakota,11/21/2023,Commercial Turkey Meat Bird,Turkey,"23,600",23600
Clark,South Dakota,11/21/2023,Commercial Turkey Meat Bird,Turkey,"57,400",57400
Kingsbury,South Dakota,11/21/2023,Commercial Turkey Meat Bird,Turkey,"28,800",28800
Beadle,South Dakota,11/21/2023,Commercial Turkey Meat Bird,Turkey,"78,200",78200
Mcpherson,South Dakota,11/28/2023,Commercial Turkey Meat Bird,Turkey,"61,800",61800
Yankton,South Dakota,11/28/2023,Commercial Turkey Meat Bird,Turkey,"49,000",49000
Spink,South Dakota,12/5/2023,Commercial Turkey Meat Bird,Turkey,"26,600",26600
Bon Homme,South Dakota,12/6/2023,Commercial Turkey Meat Bird,Turkey,"47,600",47600
Hutchinson,South Dakota,3/12/2024,Commercial Turkey Meat Bird,Turkey,"31,200",31200
Sanpete,Utah,7/14/2022,Commercial Turkey Meat Bird,Turkey,"15,500",15500
Sanpete,Utah,9/28/2022,Commercial Turkey Meat Bird,Turkey,"24,400",24400
Sanpete,Utah,9/20/2022,Commercial Turkey Meat Bird,Turkey,"73,200",73200
Sanpete,Utah,9/29/2022,Commercial Turkey Meat Bird,Turkey,"19,300",19300
Sanpete,Utah,10/6/2023,Commercial Turkey Meat Bird,Turkey,"134,200",134200
Piute,Utah,11/15/2024,Commercial Turkey Meat Bird,Turkey,"35,000",35000
Polk,Wisconsin,4/15/2022,Commercial Turkey Meat Bird,Turkey,"22,000",22000
Barron,Wisconsin,5/3/2022,Commercial Turkey Meat Bird,Turkey,"46,700",46700
Barron,Wisconsin,5/7/2022,Commercial Turkey Meat Bird,Turkey,"20,100",20100
Dunn,Wisconsin,9/29/2022,Commercial Turkey Meat Bird,Turkey,"79,500",79500
Barron,Wisconsin,12/4/2023,Commercial Turkey Meat Bird,Turkey,"113,800",113800
Wayne,North Carolina,4/5/2022,Commercial Turkey Meat Bird,Turkey,"14,200",14200
Greene,Indiana,2/23/2022,Commercial Turkey Meat Bird,Turkey,"15,400",15400
Muskegon,Michigan,5/10/2022,Commercial Turkey Meat Bird,Turkey,"35,100",35100
